show,type,genre,opening,closing,performances 
Tea and Sympathy,Original,"Play, Drama","Sep 30, 1953","Jun 18, 1955",712
Tea for Three,Original,Play,"Sep 09, 1918",May 1919,300
Teaneck Tanzi: The Venus Flytrap,Original,"Play, Comedy","Apr 20, 1983","Apr 20, 1983",2
Teatro Dei Piccoli,Original,"Special, Puppets","Dec 22, 1933","Feb 04, 1934",129
Technique,Original,Play,"May 14, 1931","May 14, 1931",1
Ted Shawn and His Male Dancers,Original,"Musical, Ballet","Oct 27, 1934","Oct 27, 1934",1
Teddy & Alice,Original,Musical,"Nov 12, 1987","Jan 17, 1988",77
Teibele and Her Demon,Original,Play,"Dec 16, 1979","Jan 06, 1980",25
Tell Her the Truth,Original,"Musical, Farce","Oct 28, 1932","Nov 05, 1932",11
Tell Me More,Original,"Musical, Comedy","Apr 13, 1925","Jul 11, 1925",100
Tell Me Pretty Maiden,Original,"Play, Comedy","Dec 16, 1937",Feb 1938,28
Tell My Story,Original,"Play, Drama","Mar 15, 1939","Mar 15, 1939",1
Temper the Wind,Original,"Play, Drama","Dec 27, 1946","Jan 25, 1947",35
Temptations,Original,"Special, Ballet","Apr 27, 1911","Jul 08, 1911",92
Ten Little Indians,Original,"Play, Mystery","Jun 27, 1944","Jun 30, 1945",426
Ten Million Ghosts,Original,"Play, Drama","Oct 23, 1936",Nov 1936,11
Ten Minute Alibi,Original,"Play, Mystery","Oct 17, 1933",Jan 1934,89
Ten Nights in a Barroom,Original,"Play, Drama","Jan 20, 1932",Feb 1932,37
Ten Per Cent,Original,"Play, Comedy","Sep 13, 1927",Oct 1927,23
Tenderloin,Original,"Musical, Comedy","Oct 17, 1960","Apr 23, 1961",216
Tenth Avenue,Original,"Play, Melodrama","Aug 15, 1927",Oct 1927,88
Tenting Tonight,Original,"Play, Comedy","Apr 02, 1947","May 10, 1947",46
Tess of the D'Urbervilles,Revival,Play,"May 06, 1902",May 1902,20
"Texas, Li'l Darlin'",Original,"Musical, Comedy","Nov 25, 1949","Sep 09, 1950",293
Th&#233;r&#232;se Raquin,Original,"Play, Drama","Oct 29, 2015","Jan 03, 2016",75
Thais,Original,Play,"Mar 14, 1911",Apr 1911,31
Thais,Original,"Play, Drama","Jun 19, 1931",Jun 1931,4
Thank You,Original,"Play, Comedy","Oct 03, 1921",May 1922,257
"Thank You, Svoboda",Original,Play,"Mar 01, 1944","Mar 04, 1944",6
That Awful Mrs. Eaton,Original,"Play, Drama","Sep 29, 1924",Oct 1924,16
That Championship Season,Original,Play,"Sep 14, 1972","Apr 21, 1974",700
That Championship Season,Revival,Play,"Mar 06, 2011","May 29, 2011",97
That Day,Original,Play,"Oct 03, 1922",Oct 1922,15
That Girl at the Bijou,Original,"Musical, Revue","Nov 09, 1956","Nov 18, 1956",11
That Man and I,Original,"Play, Drama","Jan 25, 1904",Feb 1904,23
That Old Devil,Original,Play,"Jun 05, 1944","Jun 17, 1944",16
That Sort,Original,Play,"Nov 06, 1914",Nov 1914,25
That Summer - That Fall,Original,Play,"Mar 16, 1967","Mar 25, 1967",12
That's Entertainment,Original,"Musical, Revue","Apr 14, 1972","Apr 16, 1972",4
That's Gratitude,Original,"Play, Comedy","Sep 11, 1930",Mar 1931,197
That's Gratitude,Revival,"Play, Comedy","Jun 16, 1932",Dec 1932,204
That's the Woman,Original,Play,"Sep 03, 1930",Sep 1930,29
The '49ers,Original,"Musical, Revue","Nov 06, 1922","Nov 18, 1922",16
The 1940's Radio Hour,Original,Musical,"Oct 07, 1979","Jan 06, 1980",105
The 19th Hole,Original,Play,"Oct 11, 1927",Jan 1928,119
The 25th Annual Putnam County Spelling Bee,Original,"Musical, Comedy","May 02, 2005","Jan 20, 2008",1136
The 39 Steps,Original,"Play, Comedy","Jan 15, 2008","Jan 10, 2010",771
The 49th Cousin,Original,Play,"Oct 27, 1960","Jan 21, 1961",100
The Acquittal,Original,"Play, Drama","Jan 05, 1920",May 1920,138
The Act,Original,Musical,"Oct 29, 1977","Jul 01, 1978",233
The Addams Family,Original,Musical,"Apr 08, 2010","Dec 31, 2011",722
The Adding Machine,Original,"Play, Tragedy","Mar 19, 1923","May 19, 1923",72
The Admirable Crichton,Original,"Play, Fantasy","Nov 17, 1903",Mar 1904,144
The Admiral,Original,Play,"Apr 27, 1924",Apr 1924,4
The Adorable Liar,Original,"Play, Comedy","Aug 30, 1926",Sep 1926,32
The Adventure of Lady Ursula,Revival,Play,"Mar 01, 1915",Mar 1915,32
The Adventures of Tom Sawyer,Original,"Musical, Comedy","Apr 26, 2001","May 13, 2001",21
The Adventurous Age,Original,"Play, Comedy","Feb 07, 1927",Feb 1927,16
The Advertising of Kate,Original,"Play, Comedy","May 08, 1922",May 1922,24
The Advocate,Original,"Play, Drama","Oct 14, 1963","Oct 19, 1963",8
The Aero Club,Original,"Play, Comedy","Jan 28, 1907",Feb 1907,22
The Affair,Original,Play,"Sep 20, 1962","Dec 29, 1962",116
The Affairs of Anatol,Revival,Play,"Oct 14, 1912",Dec 1912,72
The Affinity,Original,Play,"Jan 03, 1910",Jan 1910,24
The Age of Innocence,Original,Play,"Nov 27, 1928",May 1929,207
The Alarm Clock,Original,"Play, Comedy","Dec 24, 1923",Jan 1924,32
The Alchemist,Revival,Play,"May 06, 1948","May 16, 1948",14
The Alchemist,Revival,Play,"Oct 13, 1966","Nov 26, 1966",52
The Altar of Friendship,Original,"Play, Comedy","Dec 01, 1902",Jan 1903,50
The Amazing Dr. Clitterhouse,Original,"Play, Melodrama","Mar 02, 1937",May 1937,80
The Amazons,Revival,Play,"Apr 28, 1913",Jun 1913,48
The Ambassador,Original,"Play, Comedy","Feb 05, 1900","Mar 19, 1900",51
The Ambitious Mrs. Alcott,Original,Play,"Apr 01, 1907",Apr 1907,24
The Amen Corner,Original,Play,"Apr 15, 1965","Jun 26, 1965",84
The American Ballad Singers,Original,Special,"Feb 06, 1944","Feb 06, 1944",2
The American Clock,Original,Play,"Nov 20, 1980","Nov 30, 1980",12
The American Dance Machine,Original,"Special, Dance","Jun 14, 1978","Dec 03, 1978",199
The American Idea,Original,"Musical, Comedy","Oct 05, 1908","Nov 28, 1908",64
The American Lord,Original,"Play, Comedy","Apr 16, 1906",May 1906,32
The American Plan,Original,Play,"Jan 22, 2009","Mar 22, 2009",70
The American Way,Original,"Play, Spectacle","Jan 21, 1939",Jun 1939,164
The American Way,Original,"Play, Spectacle","Jul 17, 1939","Sep 23, 1939",80
The Americans in France,Original,"Play, Comedy","Aug 03, 1920",Aug 1920,7
The Amorous Antic,Original,"Play, Farce","Dec 02, 1929",Dec 1929,8
The Anarchist ,Original,"Play, Drama","Dec 02, 2012","Dec 16, 2012",17
The Anatomist,Original,Play,"Oct 24, 1932","Oct 29, 1932",8
The Ancient Mariner,Original,Play,"Apr 06, 1924",May 1924,33
The Andersonville Trial,Original,Play,"Dec 29, 1959","Jun 01, 1960",179
The Angel in the House,Original,Play,"Nov 08, 1915",Nov 1915,8
The Animal Kingdom,Original,"Play, Comedy","Jan 12, 1932",Jun 1932,183
The Apache,Original,Play,"May 07, 1923",May 1923,16
The Apothecary,Original,"Special, Drama","Mar 16, 1926",Apr 1926,27
The Apple Cart,Original,"Play, Comedy","Feb 24, 1930",<em>Closing date unknown</em>,88
The Apple Cart,Revival,"Play, Comedy","Oct 18, 1956","Feb 02, 1957",124
The Apple Doesn't Fall...,Original,Play,"Apr 14, 1996","Apr 14, 1996",1
The Apple Tree,Original,"Musical, Comedy","Oct 18, 1966","Nov 25, 1967",463
The Apple Tree,Revival,"Musical, Comedy","Dec 14, 2006","Mar 11, 2007",99
The Arab,Original,Play,"Sep 20, 1911",<em>Closing date unknown</em>,53
The Arabian,Original,"Play, Melodrama","Oct 31, 1927",Nov 1927,32
The Arcadians,Original,Musical,"Jan 17, 1910",Nov 1910,201
The Archers,Original,"Musical, Drama","Apr 18, 1796","Apr 22, 1796",3
The Argyle Case,Original,Play,"Dec 24, 1912",Jun 1913,191
The Aristocrat,Original,Play,"May 07, 1929","May 07, 1929",1
The Army with Banners,Original,Play,"Apr 09, 1918",Apr 1918,17
The Aspern Papers,Original,Play,"Feb 07, 1962","Apr 28, 1962",93
The Assassin,Original,Play,"Oct 17, 1945","Oct 27, 1945",13
The Assembled Parties,Original,"Play, Drama","Apr 17, 2013","Jul 28, 2013",119
The Assumption of Hannele,Original,Play,"Feb 15, 1924",Feb 1924,3
The Astrakhan Coat,Original,Play,"Jan 12, 1967","Jan 28, 1967",20
The Attack,Original,Play,"Sep 19, 1912",Dec 1912,100
The au Pair Man,Original,Play,"Dec 27, 1973","Jan 27, 1974",37
The Auctioneer,Original,"Play, Comedy","Sep 23, 1901",Dec 1901,105
The Auctioneer,Revival,"Play, Comedy","May 04, 1903",Jun 1903,32
The Auctioneer,Revival,"Play, Comedy","Sep 30, 1913",Dec 1913,95
The Auctioneer,Revival,"Play, Comedy","Nov 04, 1918",Dec 1918,56
The Audience,Original,Play,"Mar 08, 2015","Jun 28, 2015",114
The Autumn Garden,Original,Play,"Mar 07, 1951","Jun 02, 1951",101
The Aviator,Original,Play,"Dec 06, 1910",Jan 1911,44
The Awakening,Revival,Play,"Oct 01, 1918",Oct 1918,29
The Awakening of Mr. Pipp,Original,"Musical, Farce","Mar 21, 1904","May 09, 1904",17
The Awful Truth,Original,"Play, Comedy","Sep 18, 1922","Jan 20, 1923",144
The Babe,Original,"Play, Solo","May 17, 1984","May 20, 1984",5
The Babes and the Baron,Original,"Musical, Extravaganza","Dec 25, 1905","Jan 27, 1906",45
The Bacchae,Original,"Play, Tragedy","Oct 02, 1980","Nov 23, 1980",61
The Bachelor,Original,Play,"Mar 15, 1909",May 1909,56
The Bachelor Belles,Original,"Musical, Comedy","Nov 07, 1910","Dec 03, 1910",32
The Bachelor Father,Original,"Play, Comedy","Feb 28, 1928",Oct 1928,263
The Bachelor's Baby,Original,"Play, Farce","Dec 27, 1909",Jun 1910,192
The Backslapper,Original,Play,"Apr 11, 1925",May 1925,33
The Bad Samaritan,Original,"Play, Comedy","Sep 12, 1905",Sep 1905,15
The Bad Seed,Original,Play,"Dec 08, 1954","Sep 27, 1955",334
The Balkan Princess,Original,Musical,"Feb 09, 1911","May 13, 1911",108
The Ballad of the Sad Cafe,Original,Play,"Oct 30, 1963","Feb 15, 1964",123
The Ballet of 1830,Original,"Musical, Ballet","Jul 22, 1912","Nov 16, 1912",136
The Band Wagon,Original,"Musical, Revue","Jun 03, 1931","Jan 16, 1932",260
The Banker's Daughter,Original,Play,"Nov 30, 1878","Apr 16, 1879",137
The Barber Had Two Sons,Original,Play,"Feb 01, 1943","Feb 20, 1943",24
The Barber of New Orleans,Original,Play,"Jan 15, 1909","Feb 05, 1909",27
The Barber of Seville,Revival,"Special, Opera","May 07, 1946","May 07, 1946",1
The Barber of Seville,Revival,"Special, Opera","May 04, 1947","May 04, 1947",1
The Bargain,Original,Play,"Oct 06, 1915",Oct 1915,13
The Barker,Original,Play,"Jan 18, 1927",Jul 1927,221
The Barretts of Wimpole Street,Original,"Play, Comedy","Feb 09, 1931",Dec 1931,370
The Barretts of Wimpole Street,Revival,"Play, Comedy","Feb 25, 1935",Mar 1935,24
The Barretts of Wimpole Street,Revival,"Play, Comedy","Mar 26, 1945","Jun 09, 1945",88
The Barrier,Original,Play,"Jan 10, 1910",Jan 1910,24
The Barrier,Original,"Musical, Drama","Nov 02, 1950","Nov 04, 1950",4
The Barrister,Original,Play,"Nov 21, 1932",Nov 1932,8
The Bartered Bride,Original,"Special, Opera","Oct 03, 1945","May 24, 1946",8
The Barton Mystery,Original,Play,"Oct 13, 1917",Oct 1917,20
The Basic Training of Pavlo Hummel,Revival,Play,"Apr 24, 1977","Sep 03, 1977",117
The Basker,Original,Play,"Oct 30, 1916",Dec 1916,40
The Basket Maker's Wife,Original,"Musical, Comedy","Dec 17, 1852","Dec 23, 1852",3
The Battle,Original,"Play, Drama","Dec 21, 1908",Apr 1909,144
The Battle Cry,Original,Play,"Oct 31, 1914",Nov 1914,17
The Battle of the Skies,Original,"Musical, Spectacle","Sep 05, 1908","May 29, 1909",448
The Beast in Me,Original,"Musical, Revue","May 14, 1963","May 18, 1963",4
The Beaten Track,Original,Play,"Feb 08, 1926",Feb 1926,17
The Beautiful Adventure,Original,Play,"Sep 05, 1914",Oct 1914,41
The Beautiful Bait,Original,Special,"Nov 12, 1962","Nov 18, 1962",8
The Beautiful Bait,Original,Special,"Dec 24, 1963","Jan 05, 1964",8
The Beautiful Mariposa,Original,"Play, Comedy","Apr 22, 1981","Apr 22, 1981",1
The Beautiful People,Original,Play,"Apr 21, 1941","Aug 02, 1941",120
The Beauty Doctor,Original,"Musical, Comedy","Sep 25, 1905","Oct 07, 1905",16
The Beauty of Seville,Original,"Musical, Ballet","Jul 31, 1865","Aug 05, 1865",12
The Beauty Part,Original,"Play, Comedy","Dec 26, 1962","Mar 09, 1963",85
The Beauty Queen of Leenane,Original,"Play, Drama","Apr 23, 1998","Mar 14, 1999",365
The Beauty Shop,Original,"Musical, Comedy","Apr 13, 1914","Jun 27, 1914",88
The Beauty Spot,Original,"Musical, Play","Apr 10, 1909","Aug 07, 1909",137
The Beaux Stratagem,Revival,"Play, Comedy","Jun 04, 1928",Jun 1928,8
The Beaux Stratagem,Revival,"Play, Comedy","Feb 24, 1959","Mar 08, 1959",16
The Bees and the Flowers,Original,Play,"Sep 26, 1946","Oct 19, 1946",28
The Behavior of Mrs. Crane,Original,Play,"Mar 20, 1928",Apr 1928,23
The Bellamy Trial,Original,"Play, Drama","Apr 22, 1931",May 1931,16
The Belle of Amherst,Original,"Play, Solo","Apr 28, 1976","Aug 08, 1976",116
The Belle of Bohemia,Original,"Special, Farce","Sep 24, 1900","Nov 10, 1900",55
The Belle of Bond Street,Original,Musical,"Mar 30, 1914","May 09, 1914",48
The Belle of Brittany,Original,Musical,"Nov 08, 1909","Jan 08, 1910",72
The Belle of Broadway,Original,"Musical, Comedy","Mar 15, 1902","Mar 29, 1902",17
The Belle of London Town,Original,"Musical, Comedy","Jan 28, 1907","Feb 09, 1907",16
The Belle of Mayfair,Original,"Musical, Comedy","Dec 03, 1906","Mar 30, 1907",140
The Belle of New York,Original,"Musical, Comedy","Sep 28, 1897","Dec 26, 1897",64
The Belle of New York,Revival,"Musical, Comedy","Jan 22, 1900","Feb 10, 1900",24
The Belle of the West,Original,"Musical, Comedy","Nov 13, 1905","Nov 18, 1905",8
The Belles of the Kitchen,Original,"Musical, Sketches","Apr 15, 1872","Jun 01, 1872",49
The Bells,Revival,Play,"Apr 13, 1926",Apr 1926,15
The Belt,Original,Play,"Oct 19, 1927",Nov 1927,29
The Benefit of the Doubt,Original,Play,"Jan 06, 1896",Feb 1896,30
The Best House in Naples,Original,"Play, Comedy","Oct 26, 1956","Oct 27, 1956",3
The Best Laid Plans,Original,"Play, Comedy","Mar 25, 1966","Mar 26, 1966",3
The Best Little Whorehouse Goes Public,Original,Musical,"May 10, 1994","May 22, 1994",16
The Best Little Whorehouse in Texas,Original,"Musical, Comedy","Jun 19, 1978","Mar 27, 1982",1584
The Best Little Whorehouse in Texas,Original,"Musical, Comedy","May 31, 1982","Jul 24, 1982",63
The Best Man,Original,Play,"Mar 31, 1960","Jul 08, 1961",520
The Best of Friends,Original,"Play, Melodrama","Oct 19, 1903",Dec 1903,65
The Best People,Original,"Play, Comedy","Aug 19, 1924",Dec 1924,143
The Best People,Revival,"Play, Comedy","Mar 15, 1933",May 1933,67
The Betrothal,Original,Play,"Nov 18, 1918",Mar 1919,120
The Big Blow,Original,"Play, Drama","Oct 01, 1938",Feb 1939,157
The Big Chance,Original,Play,"Oct 28, 1918",Feb 1919,120
The Big Fight,Original,"Play, Drama","Sep 18, 1928",Oct 1928,31
The Big Idea,Original,Play,"Nov 16, 1914",Dec 1914,24
The Big Knife,Original,Play,"Feb 24, 1949","May 28, 1949",109
The Big Knife,Revival,Play,"Apr 16, 2013","Jun 02, 2013",56
The Big Love,Original,"Play, Solo","Mar 03, 1991","Apr 07, 1991",41
The Big Pond,Original,Play,"Aug 21, 1928",Oct 1928,47
The Big Two,Original,"Play, Comedy","Jan 08, 1947","Jan 25, 1947",21
The Biggest Thief in Town,Original,"Play, Comedy","Mar 30, 1949","Apr 09, 1949",13
The Billionaire,Original,"Musical, Farce","Dec 29, 1902",Apr 1903,112
The Billy Barnes People,Original,"Musical, Revue","Jun 13, 1961","Jun 17, 1961",7
The Bird Cage,Original,"Special, Pantomime","Jun 02, 1925",Jun 1925,4
The Bird Cage,Original,Play,"Feb 22, 1950","Mar 11, 1950",21
The Bird in the Cage,Original,"Play, Comedy","Jan 12, 1903",Feb 1903,40
The Birthday Party,Original,Play,"Oct 03, 1967","Jan 20, 1968",126
The Bishop,Revival,Play,"Feb 12, 1906",Feb 1906,8
The Bishop Misbehaves,Original,"Play, Comedy","Feb 20, 1935",Jun 1935,121
The Bishop's Move,Original,"Play, Drama","Mar 02, 1903",Apr 1903,32
The Black Hussar,Revival,"Musical, Operetta","May 07, 1887","May 30, 1887",24
The Black Hussar,Revival,"Musical, Operetta","Apr 23, 1900","Apr 28, 1900",8
The Black Tower,Original,"Play, Melodrama","Jan 11, 1932","Mar 12, 1932",72
The Blind Man's Daughter,Original,"Musical, Drama","Feb 01, 1867","Feb 01, 1867",1
The Blindness of Virtue,Original,Play,"Oct 28, 1912","Nov 11, 1912",16
The Blonde in Black,Original,"Musical, Comedy","Jun 08, 1903","Jul 11, 1903",35
The Blonde in the Thunderbird,Original,"Special, Solo","Jul 17, 2005","Jul 23, 2005",9
The Bludgeon,Original,Play,"Sep 07, 1914",Sep 1914,16
The Blue Bird,Revival,Play,"Sep 15, 1911",Oct 1911,19
The Blue Bird,Revival,"Play, Fantasy","Dec 23, 1923",Jan 1924,33
The Blue Bird,Original,"Musical, Revue","Apr 21, 1932",May 1932,20
The Blue Envelope,Original,Play,"Mar 13, 1916",Apr 1916,48
The Blue Flame,Original,"Play, Melodrama","Mar 15, 1920",Apr 1920,48
The Blue Grass Handicap,Original,Play,"Apr 04, 1904",Apr 1904,8
The Blue Kitten,Original,"Musical, Comedy","Jan 13, 1922","May 13, 1922",140
The Blue Moon,Original,"Musical, Comedy","Nov 03, 1906","Jan 05, 1907",76
The Blue Mouse,Original,Play,"Nov 30, 1908",Jun 1909,232
The Blue Paradise,Original,Musical,"Aug 05, 1915",Jun 1916,356
The Blue Pearl,Original,Play,"Aug 08, 1918",Sep 1918,36
The Blue Peter,Original,Play,"Mar 24, 1925",Apr 1925,38
The Blue Pierrots,Original,Special,"Jan 03, 1916",Jan 1916,8
The Blue Room,Original,Play,"Dec 13, 1998","Feb 25, 1999",81
The Blue Widow,Original,"Play, Comedy","Aug 30, 1933",Sep 1933,29
The Blushing Bride,Original,"Musical, Comedy","Feb 04, 1922","Jun 10, 1922",144
The Body Beautiful,Original,"Play, Comedy","Oct 31, 1935","Nov 02, 1935",4
The Body Beautiful,Original,"Musical, Comedy","Jan 23, 1958","Mar 15, 1958",60
The Bohemian Girl,Original,"Musical, Burlesque","Apr 11, 1870","Apr 30, 1870",17
The Bonds of Interest,Original,Play,"Apr 19, 1919",Jun 1919,32
The Bonds of Interest,Original,"Play, Comedy","Oct 14, 1929","Nov 04, 1929",24
The Bonnie Brier Bush,Original,"Play, Drama","Sep 23, 1901",Nov 1901,56
The Book of Charm,Original,"Play, Comedy","Sep 03, 1925",Oct 1925,34
The Boomerang,Original,"Play, Comedy","Aug 10, 1915",Nov 1916,522
The Booster,Original,"Play, Comedy","Oct 24, 1929",Nov 1929,12
The Bootleggers,Original,"Play, Comedy","Nov 27, 1922",Dec 1922,32
The Boss,Original,"Play, Drama","Jan 30, 1911",Apr 1911,88
The Bottom of the Cup,Original,Play,"Jan 31, 1927",Feb 1927,6
The Bough Breaks,Original,"Play, Drama","Nov 19, 1937",Nov 1937,3
The Boundary Line,Original,"Play, Drama","Feb 05, 1930",Mar 1930,37
The Boy and the Girl,Original,"Musical, Comedy","May 31, 1909","Jun 19, 1909",18
The Boy Friend,Original,"Play, Comedy","Jun 07, 1932",Jun 1932,15
The Boy Friend,Original,"Musical, Comedy","Sep 30, 1954","Nov 26, 1955",485
The Boy Friend,Revival,"Musical, Comedy","Apr 14, 1970","Jul 18, 1970",111
The Boy From Oz,Original,Musical,"Oct 16, 2003","Sep 12, 2004",364
The Boys and Betty,Original,"Musical, Play","Nov 02, 1908","Feb 06, 1909",112
The Boys Choir of Harlem and Friends,Original,"Special, Concert","Jan 19, 1993","Jan 31, 1993",14
The Boys from Syracuse,Original,"Musical, Comedy","Nov 23, 1938","Jun 10, 1939",235
The Boys from Syracuse,Revival,"Musical, Comedy","Aug 18, 2002","Oct 20, 2002",73
The Boys in Autumn,Original,Play,"Apr 30, 1986","Jun 29, 1986",70
The Boys in the Band,Revival,"Play, Drama","May 31, 2018","Aug 11, 2018",84
The Boys of Company &#34;B&#34;,Original,"Play, Comedy","Apr 08, 1907",Jul 1907,96
The Boys of Winter,Original,Play,"Dec 01, 1985","Dec 08, 1985",9
The Bracelet,Original,Play,"May 08, 1925","May 08, 1925",1
The Braisley Diamond,Original,"Play, Melodrama","Jan 09, 1906",Feb 1906,32
The Brass Bottle,Original,Play,"Aug 11, 1910",Sep 1910,44
The Brass Doorknob,Original,Play,"May 07, 1926","May 07, 1926",1
The Brass Ring,Original,Play,"Apr 10, 1952","Apr 12, 1952",4
The Brat,Original,Play,"Mar 05, 1917",Jul 1917,136
The Breadwinner,Original,"Play, Comedy","Sep 22, 1931","Nov 07, 1931",55
The Breaking Point,Original,"Play, Drama","Aug 16, 1923",Oct 1923,68
The Breaks,Original,"Play, Comedy","Apr 16, 1928",Apr 1928,8
The Bridal Crown,Original,"Play, Drama","Feb 05, 1938","Feb 05, 1938",1
The Bridal Path,Original,Play,"Feb 18, 1913",Mar 1913,16
The Bride of Torozko,Original,"Play, Comedy","Sep 13, 1934",Sep 1934,12
The Bride Retires,Original,"Play, Comedy","May 16, 1925",May 1925,9
